Number of tests,01/28/2021,"3,606"
Number of tests,01/29/2021,"4,163"
Number of tests,01/30/2021,"2,218"
Number of tests,01/31/2021,"3,219"
Number of tests,02/01/2021,"4,520"
Number of tests,02/02/2021,"3,777"
Number of tests,02/03/2021,"4,856"
Number of student tests,01/28/2021,"1,999"
Number of student tests,01/29/2021,"2,913"
Number of student tests,01/30/2021,"2,037"
Number of student tests,01/31/2021,"3,125"
Number of student tests,02/01/2021,"2,982"
Number of student tests,02/02/2021,"3,020"
Number of student tests,02/03/2021,"3,611"
Number of employee tests,01/28/2021,"1,607"
Number of employee tests,01/29/2021,"1,250"
Number of employee tests,01/30/2021,181
Number of employee tests,01/31/2021,94
Number of employee tests,02/01/2021,"1,538"
Number of employee tests,02/02/2021,757
Number of employee tests,02/03/2021,"1,245"
"New Confirmed Positive, Total",01/28/2021,15
"New Confirmed Positive, Total",01/29/2021,8
"New Confirmed Positive, Total",01/30/2021,6
"New Confirmed Positive, Total",01/31/2021,7
"New Confirmed Positive, Total",02/01/2021,12
"New Confirmed Positive, Total",02/02/2021,6
"New Confirmed Positive, Total",02/03/2021,16
Number of tests,Total,"26,359"
Number of student tests,Total,"19,687"
Number of employee tests,Total,"6,672"
New confirmed positives,Total,70
