Number of tests,02/02/2021,"3,778"
Number of tests,02/03/2021,"4,854"
Number of tests,02/04/2021,"6,819"
Number of tests,02/05/2021,"5,657"
Number of tests,02/06/2021,"3,578"
Number of tests,02/07/2021,"3,744"
Number of tests,02/08/2021,"6,237"
Number of student tests,02/02/2021,"3,019"
Number of student tests,02/03/2021,"3,607"
Number of student tests,02/04/2021,"4,701"
Number of student tests,02/05/2021,"4,277"
Number of student tests,02/06/2021,"3,398"
Number of student tests,02/07/2021,"3,627"
Number of student tests,02/08/2021,"4,498"
Number of employee tests,02/02/2021,759
Number of employee tests,02/03/2021,"1,247"
Number of employee tests,02/04/2021,"2,118"
Number of employee tests,02/05/2021,"1,380"
Number of employee tests,02/06/2021,180
Number of employee tests,02/07/2021,117
Number of employee tests,02/08/2021,"1,739"
"New Confirmed Positive, Total",02/02/2021,6
"New Confirmed Positive, Total",02/03/2021,16
"New Confirmed Positive, Total",02/04/2021,16
"New Confirmed Positive, Total",02/05/2021,17
"New Confirmed Positive, Total",02/06/2021,16
"New Confirmed Positive, Total",02/07/2021,17
"New Confirmed Positive, Total",02/08/2021,3
Number of tests,Total,"34,667"
Number of student tests,Total,"27,127"
Number of employee tests,Total,"7,540"
New confirmed positives,Total,91
