Number of tests,04/09/2021,"6,387"
Number of tests,04/10/2021,"4,459"
Number of tests,04/11/2021,"3,562"
Number of tests,04/12/2021,"6,965"
Number of tests,04/13/2021,"6,513"
Number of tests,04/14/2021,"5,914"
Number of tests,04/15/2021,"6,626"
Number of student tests,04/09/2021,"5,050"
Number of student tests,04/10/2021,"4,234"
Number of student tests,04/11/2021,"3,439"
Number of student tests,04/12/2021,"5,191"
Number of student tests,04/13/2021,"5,250"
Number of student tests,04/14/2021,"4,610"
Number of student tests,04/15/2021,"5,003"
Number of employee tests,04/09/2021,"1,337"
Number of employee tests,04/10/2021,225
Number of employee tests,04/11/2021,123
Number of employee tests,04/12/2021,"1,774"
Number of employee tests,04/13/2021,"1,263"
Number of employee tests,04/14/2021,"1,304"
Number of employee tests,04/15/2021,"1,623"
"New Confirmed Positive, Total",04/09/2021,5
"New Confirmed Positive, Total",04/10/2021,2
"New Confirmed Positive, Total",04/11/2021,2
"New Confirmed Positive, Total",04/12/2021,2
"New Confirmed Positive, Total",04/13/2021,2
"New Confirmed Positive, Total",04/14/2021,5
"New Confirmed Positive, Total",04/15/2021,3
Number of tests,Total,"40,426"
Number of student tests,Total,"32,777"
Number of employee tests,Total,"7,649"
New confirmed positives,Total,21
