Number of tests,09/09/2020,"3,778"
Number of tests,09/10/2020,"4,663"
Number of tests,09/11/2020,"4,280"
Number of tests,09/12/2020,"2,715"
Number of tests,09/13/2020,"2,881"
Number of tests,09/14/2020,"4,915"
Number of tests,09/15/2020,"4,230"
Number of student tests,09/09/2020,"3,778"
Number of student tests,09/10/2020,"4,663"
Number of student tests,09/11/2020,"4,280"
Number of student tests,09/12/2020,"2,715"
Number of student tests,09/13/2020,"2,881"
Number of student tests,09/14/2020,"4,915"
Number of student tests,09/15/2020,"4,230"
Number of employee tests,09/09/2020,98
Number of employee tests,09/10/2020,482
Number of employee tests,09/11/2020,855
Number of employee tests,09/12/2020,78
Number of employee tests,09/13/2020,43
Number of employee tests,09/14/2020,"1,072"
Number of employee tests,09/15/2020,"1,002"
"New Confirmed Positive, Total",09/09/2020,13
"New Confirmed Positive, Total",09/10/2020,6
"New Confirmed Positive, Total",09/11/2020,4
"New Confirmed Positive, Total",09/12/2020,3
"New Confirmed Positive, Total",09/13/2020,0
"New Confirmed Positive, Total",09/14/2020,0
"New Confirmed Positive, Total",09/15/2020,0
Number of tests,Total,"27,462"
Number of student tests,Total,"27,462"
Number of employee tests,Total,"3,630"
"New Confirmed Positive, Total",Total,26
