Number of tests,10/22/2020,"5,815"
Number of tests,10/23/2020,"5,813"
Number of tests,10/24/2020,"2,831"
Number of tests,10/25/2020,"3,056"
Number of tests,10/26/2020,"6,341"
Number of tests,10/27/2020,"5,690"
Number of tests,10/28/2020,"5,333"
Number of student tests,10/22/2020,"4,749"
Number of student tests,10/23/2020,"4,568"
Number of student tests,10/24/2020,"2,703"
Number of student tests,10/25/2020,"2,941"
Number of student tests,10/26/2020,"5,109"
Number of student tests,10/27/2020,"4,437"
Number of student tests,10/28/2020,"3,944"
Number of employee tests,10/22/2020,"1,066"
Number of employee tests,10/23/2020,"1,245"
Number of employee tests,10/24/2020,128
Number of employee tests,10/25/2020,115
Number of employee tests,10/26/2020,"1,232"
Number of employee tests,10/27/2020,"1,253"
Number of employee tests,10/28/2020,"1,389"
"New Confirmed Positive, Total",10/22/2020,1
"New Confirmed Positive, Total",10/23/2020,2
"New Confirmed Positive, Total",10/24/2020,0
"New Confirmed Positive, Total",10/25/2020,0
"New Confirmed Positive, Total",10/26/2020,0
"New Confirmed Positive, Total",10/27/2020,0
"New Confirmed Positive, Total",10/28/2020,3
Number of tests,Total,"34,879"
Number of student tests,Total,"28,451"
Number of employee tests,Total,"6,428"
"New Confirmed Positive, Total",Total,6
