Number of tests,12/14/2020,"3,673"
Number of tests,12/15/2020,"2,983"
Number of tests,12/16/2020,"2,570"
Number of tests,12/17/2020,"2,106"
Number of tests,12/18/2020,"3,803"
Number of tests,12/19/2020,156
Number of tests,12/20/2020,59
Number of student tests,12/14/2020,"2,398"
Number of student tests,12/15/2020,"1,688"
Number of student tests,12/16/2020,"1,188"
Number of student tests,12/17/2020,"1,381"
Number of student tests,12/18/2020,"2,246"
Number of student tests,12/19/2020,95
Number of student tests,12/20/2020,14
Number of employee tests,12/14/2020,"1,275"
Number of employee tests,12/15/2020,"1,295"
Number of employee tests,12/16/2020,"1,382"
Number of employee tests,12/17/2020,725
Number of employee tests,12/18/2020,"1,557"
Number of employee tests,12/19/2020,61
Number of employee tests,12/20/2020,45
"New Confirmed Positive, Total",12/14/2020,4
"New Confirmed Positive, Total",12/15/2020,2
"New Confirmed Positive, Total",12/16/2020,5
"New Confirmed Positive, Total",12/17/2020,4
"New Confirmed Positive, Total",12/18/2020,4
"New Confirmed Positive, Total",12/19/2020,5
"New Confirmed Positive, Total",12/20/2020,3
Number of tests,Total,"15,350"
Number of student tests,Total,"9,010"
Number of employee tests,Total,"6,340"
New confirmed positives,Total,27
