Number of tests,04/01/2021,"6,595"
Number of tests,04/02/2021,"6,629"
Number of tests,04/03/2021,"4,422"
Number of tests,04/04/2021,"3,443"
Number of tests,04/05/2021,"6,898"
Number of tests,04/06/2021,"6,393"
Number of tests,04/07/2021,"5,937"
Number of student tests,04/01/2021,"4,911"
Number of student tests,04/02/2021,"5,241"
Number of student tests,04/03/2021,"4,213"
Number of student tests,04/04/2021,"3,343"
Number of student tests,04/05/2021,"5,182"
Number of student tests,04/06/2021,"5,190"
Number of student tests,04/07/2021,"4,531"
Number of employee tests,04/01/2021,"1,684"
Number of employee tests,04/02/2021,"1,388"
Number of employee tests,04/03/2021,209
Number of employee tests,04/04/2021,100
Number of employee tests,04/05/2021,"1,716"
Number of employee tests,04/06/2021,"1,203"
Number of employee tests,04/07/2021,"1,406"
"New Confirmed Positive, Total",04/01/2021,1
"New Confirmed Positive, Total",04/02/2021,4
"New Confirmed Positive, Total",04/03/2021,5
"New Confirmed Positive, Total",04/04/2021,2
"New Confirmed Positive, Total",04/05/2021,1
"New Confirmed Positive, Total",04/06/2021,3
"New Confirmed Positive, Total",04/07/2021,2
Number of tests,Total,"40,317"
Number of student tests,Total,"32,611"
Number of employee tests,Total,"7,706"
New confirmed positives,Total,18
