Number of tests,17-May,"4,041"
Number of tests,18-May,"3,382"
Number of tests,19-May,"3,033"
Number of tests,20-May,"3,231"
Number of tests,21-May,"3,224"
Number of tests,22-May,"2,598"
Number of tests,23-May,"3,013"
Number of student tests,17-May,"3,302"
Number of student tests,18-May,"2,924"
Number of student tests,19-May,"2,587"
Number of student tests,20-May,"2,671"
Number of student tests,21-May,"2,794"
Number of student tests,22-May,"2,519"
Number of student tests,23-May,"2,966"
Number of employee tests,17-May,739
Number of employee tests,18-May,458
Number of employee tests,19-May,446
Number of employee tests,20-May,560
Number of employee tests,21-May,430
Number of employee tests,22-May,79
Number of employee tests,23-May,47
"New Confirmed Positive, Total",17-May,0
"New Confirmed Positive, Total",18-May,0
"New Confirmed Positive, Total",19-May,1
"New Confirmed Positive, Total",20-May,0
"New Confirmed Positive, Total",21-May,1
"New Confirmed Positive, Total",22-May,0
"New Confirmed Positive, Total",24-May,0
Number of tests,Total,"23,143"
Number of student tests,Total,"20,390"
Number of employee tests,Total,"2,753"
New confirmed positives,Total,3
