Number of tests,03/29/2021,"7,031"
Number of tests,03/30/2021,"6,761"
Number of tests,03/31/2021,"6,217"
Number of tests,04/01/2021,"6,597"
Number of tests,04/02/2021,"6,630"
Number of tests,04/03/2021,"4,423"
Number of tests,04/04/2021,"3,443"
Number of student tests,03/29/2021,"5,289"
Number of student tests,03/30/2021,"5,493"
Number of student tests,03/31/2021,"4,758"
Number of student tests,04/01/2021,"4,910"
Number of student tests,04/02/2021,"5,240"
Number of student tests,04/03/2021,"4,214"
Number of student tests,04/04/2021,"3,343"
Number of employee tests,03/29/2021,"1,742"
Number of employee tests,03/30/2021,"1,268"
Number of employee tests,03/31/2021,"1,459"
Number of employee tests,04/01/2021,"1,687"
Number of employee tests,04/02/2021,"1,390"
Number of employee tests,04/03/2021,209
Number of employee tests,04/04/2021,100
"New Confirmed Positive, Total",03/29/2021,14
"New Confirmed Positive, Total",03/30/2021,11
"New Confirmed Positive, Total",03/31/2021,3
"New Confirmed Positive, Total",04/01/2021,1
"New Confirmed Positive, Total",04/02/2021,4
"New Confirmed Positive, Total",04/03/2021,5
"New Confirmed Positive, Total",04/04/2021,2
Number of tests,Total,"41,102"
Number of student tests,Total,"33,247"
Number of employee tests,Total,"7,855"
New confirmed positives,Total,40
