Number of tests,01/18/2021,"1,917"
Number of tests,01/19/2021,"2,829"
Number of tests,01/20/2021,"2,809"
Number of tests,01/21/2021,"2,837"
Number of tests,01/22/2021,"2,490"
Number of tests,01/23/2021,"1,603"
Number of tests,01/24/2021,"1,564"
Number of student tests,01/18/2021,"1,268"
Number of student tests,01/19/2021,"1,033"
Number of student tests,01/20/2021,"1,367"
Number of student tests,01/21/2021,"1,241"
Number of student tests,01/22/2021,"1,239"
Number of student tests,01/23/2021,"1,403"
Number of student tests,01/24/2021,"1,457"
Number of employee tests,01/18/2021,649
Number of employee tests,01/19/2021,"1,796"
Number of employee tests,01/20/2021,"1,442"
Number of employee tests,01/21/2021,"1,596"
Number of employee tests,01/22/2021,"1,251"
Number of employee tests,01/23/2021,200
Number of employee tests,01/24/2021,107
"New Confirmed Positive, Total",01/18/2021,12
"New Confirmed Positive, Total",01/19/2021,0
"New Confirmed Positive, Total",01/20/2021,7
"New Confirmed Positive, Total",01/21/2021,10
"New Confirmed Positive, Total",01/22/2021,8
"New Confirmed Positive, Total",01/23/2021,7
"New Confirmed Positive, Total",01/24/2021,7
Number of tests,Total,"16,049"
Number of student tests,Total,"9,008"
Number of employee tests,Total,"7,041"
New confirmed positives,Total,51
