Number of tests,04/29/2021,"4,978"
Number of tests,04/30/2021,"4,825"
Number of tests,05/01/2021,"3,311"
Number of tests,05/02/2021,"3,817"
Number of tests,05/03/2021,"5,032"
Number of tests,05/04/2021,"4,415"
Number of tests,05/05/2021,"4,132"
Number of student tests,04/29/2021,"4,085"
Number of student tests,04/30/2021,"4,107"
Number of student tests,05/01/2021,"3,201"
Number of student tests,05/02/2021,"3,755"
Number of student tests,05/03/2021,"4,072"
Number of student tests,05/04/2021,"3,826"
Number of student tests,05/05/2021,"3,506"
Number of employee tests,04/29/2021,893
Number of employee tests,04/30/2021,718
Number of employee tests,05/01/2021,110
Number of employee tests,05/02/2021,62
Number of employee tests,05/03/2021,960
Number of employee tests,05/04/2021,589
Number of employee tests,05/05/2021,626
"New Confirmed Positive, Total",04/29/2021,2
"New Confirmed Positive, Total",04/30/2021,0
"New Confirmed Positive, Total",05/01/2021,2
"New Confirmed Positive, Total",05/02/2021,1
"New Confirmed Positive, Total",05/03/2021,1
"New Confirmed Positive, Total",05/04/2021,1
"New Confirmed Positive, Total",05/05/2021,2
Number of tests,Total,"30,510"
Number of student tests,Total,"26,552"
Number of employee tests,Total,"3,958"
New confirmed positives,Total,9
