Number of tests,02/22/2021,"6,674"
Number of tests,02/23/2021,"6,237"
Number of tests,02/24/2021,"5,698"
Number of tests,02/25/2021,"6,131"
Number of tests,02/26/2021,13
Number of tests,02/27/2021,0
Number of tests,02/28/2021,0
Number of student tests,02/22/2021,"4,940"
Number of student tests,02/23/2021,"4,989"
Number of student tests,02/24/2021,"4,318"
Number of student tests,02/25/2021,"4,339"
Number of student tests,02/26/2021,
Number of student tests,02/27/2021,
Number of student tests,02/28/2021,
Number of employee tests,02/22/2021,"1,734"
Number of employee tests,02/23/2021,"1,248"
Number of employee tests,02/24/2021,"1,380"
Number of employee tests,02/25/2021,"1,792"
Number of employee tests,02/26/2021,13
Number of employee tests,02/27/2021,
Number of employee tests,02/28/2021,
"New Confirmed Positive, Total",02/22/2021,2
"New Confirmed Positive, Total",02/23/2021,4
"New Confirmed Positive, Total",02/24/2021,2
"New Confirmed Positive, Total",02/25/2021,3
"New Confirmed Positive, Total",02/26/2021,4
"New Confirmed Positive, Total",02/27/2021,2
"New Confirmed Positive, Total",02/28/2021,1
Number of tests,Total,"24,753"
Number of student tests,Total,"18,586"
Number of employee tests,Total,"6,167"
New confirmed positives,Total,18
