Number of tests,04/05/2021,"6,898"
Number of tests,04/06/2021,"6,393"
Number of tests,04/07/2021,"5,937"
Number of tests,04/08/2021,"6,484"
Number of tests,04/09/2021,"6,388"
Number of tests,04/10/2021,"4,461"
Number of tests,04/11/2021,"3,562"
Number of student tests,04/05/2021,"5,182"
Number of student tests,04/06/2021,"5,190"
Number of student tests,04/07/2021,"4,531"
Number of student tests,04/08/2021,"4,765"
Number of student tests,04/09/2021,"5,051"
Number of student tests,04/10/2021,"4,234"
Number of student tests,04/11/2021,"3,439"
Number of employee tests,04/05/2021,"1,716"
Number of employee tests,04/06/2021,"1,203"
Number of employee tests,04/07/2021,"1,406"
Number of employee tests,04/08/2021,"1,719"
Number of employee tests,04/09/2021,"1,337"
Number of employee tests,04/10/2021,227
Number of employee tests,04/11/2021,123
"New Confirmed Positive, Total",04/05/2021,1
"New Confirmed Positive, Total",04/06/2021,3
"New Confirmed Positive, Total",04/07/2021,2
"New Confirmed Positive, Total",04/08/2021,1
"New Confirmed Positive, Total",04/09/2021,5
"New Confirmed Positive, Total",04/10/2021,2
"New Confirmed Positive, Total",04/11/2021,2
Number of tests,Total,"40,123"
Number of student tests,Total,"32,392"
Number of employee tests,Total,"7,731"
New confirmed positives,Total,16
